loss,accuracy,val_loss,val_accuracy
0.16683414280548228,0.7568893432617188,0.1582262649800157,0.7655768990516663
0.16695972703993578,0.7564805150032043,0.1559313047295532,0.764029324054718
0.16687826733520159,0.7562738656997681,0.15830538786477732,0.7610924243927002
0.16631651881270446,0.7572103142738342,0.16059474504723756,0.7644162178039551
0.16470874227036894,0.7580500245094299,0.1570976145947191,0.7570124864578247
0.16410643832482158,0.7596240043640137,0.16297414330870919,0.762534499168396
0.16440281681419666,0.7584501504898071,0.15768538242869595,0.7652779221534729
0.16423288392359311,0.7577335238456726,0.16002528963083246,0.768654465675354
0.16456783183117268,0.758661150932312,0.163668773012148,0.7508925199508667
0.16335704930223233,0.7584325671195984,0.17580459685675978,0.7304750084877014
0.16437577863873565,0.7580676078796387,0.15932539461258102,0.7546207308769226
0.16340745981760596,0.7597646713256836,0.15937978188383226,0.7560100555419922
0.1633327987843724,0.7579357624053955,0.1602247800779102,0.7423280477523804
0.16344999295189452,0.7580192685127258,0.16550403038056213,0.7540931701660156
0.1623655052745319,0.7590128779411316,0.15973026616167296,0.7643107175827026
0.16180536416458252,0.7581555843353271,0.15560141973591982,0.7659110426902771
0.1617973109889462,0.7572543025016785,0.16527881826066468,0.7572938203811646
0.1617448262831921,0.7575840353965759,0.15621007909865012,0.7635896801948547
0.16150637431268025,0.7571531534194946,0.16538710088822353,0.7471466660499573
0.16066338845997885,0.7564452886581421,0.17848088351489708,0.7376501560211182
0.16196631760753666,0.7559880614280701,0.15223085943853776,0.7605472803115845
0.1601544983853124,0.7564672827720642,0.15798476331573139,0.7634490132331848
0.15994277951897168,0.7599537372589111,0.15319690191199953,0.7617431282997131
0.15935577861366565,0.7591536045074463,0.15527118348206137,0.7652427554130554
0.15921048574474425,0.75998455286026,0.15819231859079555,0.7621651887893677
0.1586737576225165,0.758955717086792,0.15233782816591088,0.767089307308197
0.15741106788256914,0.7588809728622437,0.14914268934791494,0.7616727948188782
0.1571887904058163,0.7614617347717285,0.15634580286273733,0.7569773197174072
0.15844283903489761,0.7624245882034302,0.16064063628515307,0.7597734928131104
0.15690893389187258,0.7630752921104431,0.15239839543570985,0.759931743144989
0.1577488907092831,0.7625696659088135,0.15033545274758964,0.7695689797401428
0.15575816661196504,0.7639721632003784,0.15283855728735227,0.7637127637863159
0.15291184201924898,0.7653307318687439,0.15094099393561872,0.7771134376525879
0.15136554190766524,0.766693651676178,0.14614937274457346,0.7715913653373718
0.1512579332498028,0.7677268385887146,0.15642204430715753,0.7586831450462341
0.1493617931148852,0.7703207731246948,0.16920654526645282,0.7463552951812744
0.15023990302914764,0.7674717903137207,0.14333510147201448,0.782582700252533
0.14957481138787507,0.7689182758331299,0.13957158582992887,0.7783268690109253
0.1485997636215838,0.7697052359580994,0.1548078499872373,0.7477445602416992
0.14852709557155575,0.7691556811332703,0.14568133829410967,0.7751261591911316
0.14960943132147841,0.7680389881134033,0.14276401207631664,0.7771310210227966
0.14856431345485926,0.7686632871627808,0.1470189834486228,0.766104519367218
0.14773482673423485,0.769164502620697,0.14664809529217884,0.7673882842063904
0.14935651348538767,0.7673003673553467,0.16321470425146883,0.7572586536407471
0.14814443560442453,0.7676520943641663,0.13733081827359628,0.7830926775932312
0.14890773106094712,0.765361487865448,0.14482943876400375,0.7641876339912415
0.14753603350835678,0.7672739624977112,0.14210585184606137,0.7639414072036743
0.14807535101453442,0.7671201229095459,0.15267453966455757,0.7594393491744995
0.14832808871698827,0.7674410343170166,0.15368937601052673,0.763501763343811
0.1486787274098578,0.7672959566116333,0.14107995195957598,0.7714682817459106
0.14882861846127027,0.7678675055503845,0.14258148565589926,0.7666496634483337
0.14861763363847788,0.7671201229095459,0.15523260002328013,0.758489727973938
0.1483007391551355,0.7702900171279907,0.166186479218711,0.7634665966033936
0.14817579339179413,0.7705274224281311,0.16240612149103367,0.7646624445915222
0.14756931753410918,0.7698811292648315,0.13969057741153085,0.7838840484619141
0.1482127278591417,0.7686984539031982,0.18527675375142946,0.7160719633102417
0.1486099021170225,0.7689534425735474,0.14188512909713327,0.7738072276115417
0.14818161610497743,0.7699470520019531,0.17589226127563917,0.754919707775116
0.1470666835004795,0.7728575468063354,0.1493793149179288,0.7618134617805481
0.14842873824614844,0.7720574140548706,0.18285104170010025,0.7295253276824951
0.14694774007937386,0.7722684144973755,0.140639755325149,0.7776937484741211
0.147782518467589,0.7721145749092102,0.14865973784885692,0.778414785861969
0.14770151968483491,0.7739698886871338,0.1434777577685779,0.7709758281707764
0.14788883505879627,0.7717540264129639,0.1434280855335063,0.7726289629936218
0.14811933687105447,0.7727916240692139,0.14304456828839188,0.7708351612091064
0.14672603159791747,0.7737720608711243,0.15127246353159501,0.7714506983757019
0.14734921725109962,0.771186888217926,0.14224294363674586,0.7767968773841858
0.14850403341350493,0.7710066437721252,0.13908721538199292,0.7812285423278809
0.14706889701971765,0.7712088823318481,0.15925026951350876,0.7480259537696838
0.14740013963182932,0.7713363766670227,0.14396248779366916,0.7708351612091064
0.14610110515941807,0.7732400894165039,0.16268448073400504,0.759861409664154
